LEAID,NAME,STFIP
"3600026",EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,"36"
"3600029",GENESEE COMMUNITY CHARTER SCHOOL,"36"
"3600030",ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,"36"
"3600032",BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS,"36"
"3600033",BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS,"36"
"3600035",KING CENTER CHARTER SCHOOL,"36"
"3600036",SOUTH BUFFALO CHARTER SCHOOL,"36"
"3600038",TAPESTRY CHARTER SCHOOL,"36"
"3600039",AMBER CHARTER SCHOOL EAST HARLEM,"36"
"3600042",BRONX PREPARATORY CHARTER SCHOOL,"36"
"3600045",BROOKLYN CHARTER SCHOOL (THE),"36"
"3600046",COMMUNITY PARTNERSHIP CHARTER SCHOOL,"36"
"3600047",HARBOR SCIENCE AND ARTS CHARTER SCHOOL,"36"
"3600048",HARRIET TUBMAN CHARTER SCHOOL,"36"
"3600049",ICAHN CHARTER SCHOOL 1,"36"
"3600053",JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,"36"
"3600054",KIPP ACADEMY CHARTER SCHOOL,"36"
"3600055",MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL,"36"
"3600057",OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,"36"
"3600059",RENAISSANCE CHARTER SCHOOL,"36"
"3600060",RIVERHEAD CHARTER SCHOOL,"36"
"3600061",SISULU-WALKER CHARTER SCHOOL OF HARLEM,"36"
"3600063",BRONX CHARTER SCHOOL FOR THE ARTS,"36"
"3600066",FAMILY LIFE ACADEMY CHARTER SCHOOL,"36"
"3600067",GLOBAL CONCEPTS CHARTER SCHOOL,"36"
"3600068",HARLEM PREP CHARTER SCHOOL,"36"
"3600070",SOUTHSIDE ACADEMY CHARTER SCHOOL,"36"
"3600071",BUFFALO UNITED CHARTER SCHOOL,"36"
"3600073",ENTERPRISE CHARTER SCHOOL,"36"
"3600076",NEW YORK CITY GEOGRAPHIC DISTRICT # 1,"36"
"3600077",NEW YORK CITY GEOGRAPHIC DISTRICT # 2,"36"
"3600078",NEW YORK CITY GEOGRAPHIC DISTRICT # 3,"36"
"3600079",NEW YORK CITY GEOGRAPHIC DISTRICT # 4,"36"
"3600080",HARLEM VILLAGE ACADEMY NORTH CHARTER SCHOOL,"36"
"3600081",NEW YORK CITY GEOGRAPHIC DISTRICT # 5,"36"
"3600082",KIPP STAR COLLEGE PREP CHARTER SCHOOL,"36"
"3600083",NEW YORK CITY GEOGRAPHIC DISTRICT # 6,"36"
"3600084",NEW YORK CITY GEOGRAPHIC DISTRICT # 7,"36"
"3600085",NEW YORK CITY GEOGRAPHIC DISTRICT # 8,"36"
"3600086",NEW YORK CITY GEOGRAPHIC DISTRICT # 9,"36"
"3600087",NEW YORK CITY GEOGRAPHIC DISTRICT #10,"36"
"3600088",NEW YORK CITY GEOGRAPHIC DISTRICT #11,"36"
"3600089",BRONX CHARTER SCHOOL FOR BETTER LEARNING,"36"
"3600090",NEW YORK CITY GEOGRAPHIC DISTRICT #12,"36"
"3600091",NEW YORK CITY GEOGRAPHIC DISTRICT #13,"36"
"3600092",NEW YORK CITY GEOGRAPHIC DISTRICT #15,"36"
"3600094",NEW YORK CITY GEOGRAPHIC DISTRICT #16,"36"
"3600095",NEW YORK CITY GEOGRAPHIC DISTRICT #17,"36"
"3600096",NEW YORK CITY GEOGRAPHIC DISTRICT #18,"36"
"3600097",NEW YORK CITY GEOGRAPHIC DISTRICT #32,"36"
"3600098",NEW YORK CITY GEOGRAPHIC DISTRICT #24,"36"
"3600099",NEW YORK CITY GEOGRAPHIC DISTRICT #26,"36"
"3600100",NEW YORK CITY GEOGRAPHIC DISTRICT #28,"36"
"3600101",NEW YORK CITY GEOGRAPHIC DISTRICT #29,"36"
"3600102",NEW YORK CITY GEOGRAPHIC DISTRICT #30,"36"
"3600103",NEW YORK CITY GEOGRAPHIC DISTRICT #31,"36"
"3600104",SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,"36"
"3600105",BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,"36"
"3600106",WESTERN NEW YORK MARITIME CHARTER SCHOOL,"36"
"3600107",WESTMINSTER COMMUNITY CHARTER SCHOOL,"36"
"3600108",HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL,"36"
"3600109",OPPORTUNITY CHARTER SCHOOL,"36"
"3600110",ACCESS BRONX CHARTER SCHOOL,"36"
"3600111",PHAROS ACADEMY CHARTER SCHOOL,"36"
"3600112",GRAND CONCOURSE ACADEMY CHARTER SCHOOL,"36"
"3600113",BRONX CHARTER SCHOOL FOR EXCELLENCE,"36"
"3600114",UNCOMMON EXCELLENCE BOYS CHARTER SCHOOL NYC,"36"
"3600115",WILLIAMSBURG CHARTER HIGH SCHOOL,"36"
"3600116",BROOKLYN EXCELSIOR CHARTER SCHOOL,"36"
"3600118",PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,"36"
"3600119",NEW YORK CITY GEOGRAPHIC DISTRICT #14,"36"
"3600120",NEW YORK CITY GEOGRAPHIC DISTRICT #19,"36"
"3600121",NEW YORK CITY GEOGRAPHIC DISTRICT #23,"36"
"3600122",NEW YORK CITY GEOGRAPHIC DISTRICT #25,"36"
"3600123",NEW YORK CITY GEOGRAPHIC DISTRICT #27,"36"
"3600124",CANISTEO-GREENWOOD CSD,"36"
"3600125",EASTPORT-SOUTH MANOR CSD,"36"
"3600126",NEW YORK STATE DEPARTMENT OF CORRECTIONS,"36"
"3600127",NEW YORK STATE OFFICE MENTAL HEALTH (OMH),"36"
"3600128",KIPP TECH VALLEY CHARTER SCHOOL,"36"
"3600131",NEW YORK STATE OFFICE OF CHILDREN AND FAMILY SERVICES (OCFS),"36"
"3600133",NEW YORK STATE SCHOOL FOR THE BLIND,"36"
"3600135",NYC SPECIAL SCHOOLS - DISTRICT 75,"36"
"3600136",GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,"36"
"3600137",MANHATTAN CHARTER SCHOOL,"36"
"3600138",HARLEM LINK CHARTER SCHOOL,"36"
"3600139",FUTURE LEADERS INSTITUTE CHARTER SCHOOL,"36"
"3600140",HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,"36"
"3600141",HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,"36"
"3600142",NYC AUTISM CHARTER SCHOOL EAST HARLEM,"36"
"3600143",KIPP INFINITY CHARTER SCHOOL,"36"
"3600144",SOUTH BRONX CHARTER SCHOOL,"36"
"3600145",UNCOMMON WILLIAMSBURG CHARTER SCHOOL NYC,"36"
"3600146",HELLENIC CLASSICAL CHARTER SCHOOL PARK SLOPE,"36"
"3600147",ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,"36"
"3600148",KIPP ALWAYS MENTALLY PREPARED CHARTER SCHOOL,"36"
"3600149",ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,"36"
"3600151",NEW YORK CITY GEOGRAPHIC DISTRICT #20,"36"
"3600152",NEW YORK CITY GEOGRAPHIC DISTRICT #21,"36"
"3600153",NEW YORK CITY GEOGRAPHIC DISTRICT #22,"36"
"3600154",NEW YORK STATE SCHOOL FOR THE DEAF,"36"
"3600155",CHARTER SCHOOL OF EDUCATIONAL EXCELLENCE,"36"
"3600157",EXPLORE CHARTER SCHOOL,"36"
"3600158",DEMOCRACY PREPARATORY CHARTER SCHOOL,"36"
"3600159",COMMUNITY ROOTS CHARTER SCHOOL,"36"
"3600160",ELMWOOD VILLAGE CHARTER SCHOOL DAYS PARK,"36"
"3600161",SOUTH BRONX CLASSICAL CHARTER SCHOOL,"36"
"3600162",KIPP ALBANY COMMUNITY CHARTER SCHOOL,"36"
"3600163",INTERNATIONAL LEADERSHIP CHARTER  HIGH SCHOOL,"36"
"3600164",NIAGARA CHARTER SCHOOL,"36"
"3600165",LEADERS IN OUR NEIGHBORHOOD CHARTER SCHOOL,"36"
"3600166",ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL,"36"
"3600167",NEW HEIGHTS ACADEMY CHARTER SCHOOL,"36"
"3600169",SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1,"36"
"3600170",ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,"36"
"3600172",UNCOMMON BED-STUY WEST CHARTER SCHOOL NYC,"36"
"3600173",ROCHESTER PREP CHARTER SCHOOL 1,"36"
"3600943",ICAHN CHARTER SCHOOL 2,"36"
"3600944",UNCOMMON KINGS CHARTER SCHOOL NYC,"36"
"3600945",GREEN TECH HIGH CHARTER SCHOOL,"36"
"3600946",HENRY JOHNSON CHARTER SCHOOL,"36"
"3600947",NYS OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES,"36"
"3600948",NORTHSIDE CHARTER HIGH SCHOOL,"36"
"3600949",PAVE ACADEMY CHARTER SCHOOL,"36"
"3600950",ROCHESTER ACADEMY CHARTER SCHOOL,"36"
"3600952",EQUITY PROJECT CHARTER SCHOOL (THE),"36"
"3600953",SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4,"36"
"3600954",SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2,"36"
"3600955",ICAHN CHARTER SCHOOL 3,"36"
"3600956",BRONX ACADEMY OF PROMISE CHARTER SCHOOL,"36"
"3600957",VOICE CHARTER SCHOOL OF NEW YORK,"36"
"3600958",ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,"36"
"3600959",NYC CHARTER HS - AECI,"36"
"3600960",MOTT HAVEN ACADEMY CHARTER SCHOOL,"36"
"3600961",LA CIMA CHARTER SCHOOL,"36"
"3600962",SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3,"36"
"3600963",UNIVERSITY PREP CHARTER HIGH SCHOOL,"36"
"3600964",DREAM CHARTER SCHOOL EAST HARLEM,"36"
"3600965",UNCOMMON BED-STUY EAST CHARTER SCHOOL NYC,"36"
"3600966",BROOKLYN ASCEND CHARTER SCHOOL,"36"
"3600967",BGLIG-SHIRLEY RODRIGUEZ-REMENESKI CS,"36"
"3600968",BRONX COMMUNITY CHARTER SCHOOL,"36"
"3600969",ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,"36"
"3600984",BROWNSVILLE COLLEGIATE  CHARTER SCHOOL,"36"
"3600986",GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,"36"
"3600987",GROWING UP GREEN CHARTER SCHOOL,"36"
"3600988",EVERGREEN CHARTER SCHOOL,"36"
"3600989",BROOKLYN SCHOLARS CHARTER SCHOOL,"36"
"3600990",NEW ROOTS CHARTER SCHOOL,"36"
"3600991",BROOKLYN PROSPECT CHARTER SCHOOL-CSD 15,"36"
"3600992",KIPP TROY PREPARATORY CHARTER SCHOOL,"36"
"3600993",UNCOMMON BROWNSVILLE NORTH CHARTER SCHOOL NYC,"36"
"3600994",EXPLORE EMPOWER CHARTER SCHOOL,"36"
"3600995",ICAHN CHARTER SCHOOL 4,"36"
"3600996",JOHN W LAVELLE PREPARATORY CHARTER SCHOOL,"36"
"3600997",ACADEMY CHARTER SCHOOL,"36"
"3600998",SUMMIT ACADEMY CHARTER SCHOOL,"36"
"3601000",UNCOMMON EXCELLENCE GIRLS CHARTER SCHOOL NYC,"36"
"3601001",ACADEMIC LEADERSHIP CHARTER SCHOOL,"36"
"3601002",BROWNSVILLE ASCEND CHARTER SCHOOL,"36"
"3601003",HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,"36"
"3601004",CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,"36"
"3601005",EQUALITY CHARTER SCHOOL,"36"
"3601006",ALBANY LEADERSHIP CHARTER SCHOOL FOR GIRLS,"36"
"3601008",UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN,"36"
"3601009",SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5,"36"
"3601010",DEMOCRACY PREP HARLEM CHARTER SCHOOL,"36"
"3601011",SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1,"36"
"3601012",SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2,"36"
"3601014",CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK,"36"
"3601015",BROOKLYN DREAMS CHARTER SCHOOL,"36"
"3601016",UNCOMMON BROWNSVILLE SOUTH CHARTER SCHOOL NYC,"36"
"3601017",BUSHWICK ASCEND CHARTER SCHOOL,"36"
"3601018",CHALLENGE PREPARATORY CHARTER SCHOOL,"36"
"3601019",NEW WORLD PREPARATORY CHARTER SCHOOL,"36"
"3601022",HEALTH SCIENCES CHARTER SCHOOL,"36"
"3601023",NEW YORK FRENCH-AMERICAN CHARTER SCHOOL,"36"
"3601024",INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,"36"
"3601025",NUASIN NEXT GENERATION CHARTER SCHOOL,"36"
"3601027",DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,"36"
"3601028",ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,"36"
"3601029",BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,"36"
"3601030",HYDE LEADERSHIP CHARTER SCHOOL - BROOKLYN,"36"
"3601031",IMAGINE ME LEADERSHIP CHARTER SCHOOL,"36"
"3601032",UNCOMMON CROWN HEIGHTS CHARTER SCHOOL NYC,"36"
"3601034",ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,"36"
"3601035",RIVERTON STREET CHARTER SCHOOL,"36"
"3601036",INNOVATION CHARTER HIGH SCHOOL,"36"
"3601039",SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST,"36"
"3601040",ROCHESTER PREP CHARTER SCHOOL 2,"36"
"3601041",UNITED CHARTER HIGH SCHOOL FOR THE HUMANITIES,"36"
"3601042",EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,"36"
"3601043",BROOME STREET ACADEMY CHARTER HIGH SCHOOL,"36"
"3601044",CHOICE CHARTER SCHOOL,"36"
"3601046",DISCOVERY CHARTER SCHOOL,"36"
"3601047",UNITED CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE,"36"
"3601048",EMBER CHARTER SCHOOL,"36"
"3601049",ICAHN CHARTER SCHOOL 5,"36"
"3601051",AMANI PUBLIC CHARTER SCHOOL,"36"
"3601052",EXPLORE EXCEL CHARTER SCHOOL,"36"
"3601053",ACADEMY OF THE CITY CHARTER SCHOOL,"36"
"3601054",SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1,"36"
"3601055",WEST BUFFALO CHARTER SCHOOL,"36"
"3601056",CENTRAL QUEENS ACADEMY CHARTER SCHOOL,"36"
"3601057",URBAN DOVE TEAM CHARTER SCHOOL IV,"36"
"3601058",EXPLORE EXCEED CHARTER SCHOOL,"36"
"3601059",LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,"36"
"3601060",SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,"36"
"3601061",NEW DAWN CHARTER HIGH SCHOOL,"36"
"3601062",SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG,"36"
"3601063",SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2,"36"
"3601064",BEGINNING WITH CHILDREN CHARTER SCHOOL II,"36"
"3601065",URBAN DOVE TEAM CHARTER SCHOOL,"36"
"3601066",CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL,"36"
"3601067",URBAN DOVE TEAM CHARTER SCHOOL III,"36"
"3601069",ICAHN CHARTER SCHOOL 6,"36"
"3601070",FAMILY LIFE ACADEMY CHARTER SCHOOL II,"36"
"3601071",MOTT HALL CHARTER SCHOOL,"36"
"3601072",UNITED CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE II,"36"
"3601073",UNITED CHARTER HIGH SCHOOL FOR THE HUMANITIES II,"36"
"3601075",KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL,"36"
"3601076",GLOBAL COMMUNITY CHARTER SCHOOL,"36"
"3601077",NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,"36"
"3601078",DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,"36"
"3601079",MANHATTAN CHARTER SCHOOL II,"36"
"3601080",YOUNG WOMEN'S COLLEGE PREP CS,"36"
"3601082",MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL,"36"
"3601083",SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE,"36"
"3601084",UTICA ACADEMY OF SCIENCE CHARTER SCHOOL,"36"
"3601085",GREAT OAKS KATHLEEN SHERRY CHARTER SCHOOL,"36"
"3601086",SUCCESS ACADEMY CHARTER SCHOOL - SHEEPSHEAD BAY,"36"
"3601087",CENTRAL VALLEY CSD AT ILION-MOHAWK,"36"
"3601088",UNITED CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE III,"36"
"3601089",SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS,"36"
"3601090",EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,"36"
"3601091",ICAHN CHARTER SCHOOL 7,"36"
"3601092",NEW AMERICAN ACADEMY CHARTER SCHOOL (THE),"36"
"3601093",MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL,"36"
"3601094",UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,"36"
"3601095",SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS,"36"
"3601096",SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3,"36"
"3601099",SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN,"36"
"3601100",BROOKLYN URBAN GARDEN CHARTER SCHOOL,"36"
"3601102",CANARSIE ASCEND CHARTER SCHOOL,"36"
"3601105",SOUTH BRONX CLASSICAL CHARTER SCHOOL II,"36"
"3601106",UNCOMMON CANARSIE CHARTER SCHOOL NYC,"36"
"3601107",OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,"36"
"3601108",BRILLA COLLEGE PREPARATORY CHARTER SCHOOL,"36"
"3601109",ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,"36"
"3601110",SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS,"36"
"3601111",BROOKLYN LABORATORY CHARTER SCHOOL,"36"
"3601112",ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL,"36"
"3601113",RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS,"36"
"3601114",CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,"36"
"3601115",BOYS PREPARATORY CHARTER SCHOOL OF NEW YORK,"36"
"3601116",SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE,"36"
"3601117",VERTUS CHARTER SCHOOL,"36"
"3601118",SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD GARDENS,"36"
"3601119",AMERICAN DREAM CHARTER SCHOOL,"36"
"3601120",SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4,"36"
"3601121",COMPASS CHARTER SCHOOL,"36"
"3601122",SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST,"36"
"3601123",SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH,"36"
"3601124",ACHIEVEMENT FIRST NORTH BROOKLYN PREPARATORY CHARTER SCHOOL,"36"
"3601125",FAMILY LIFE ACADEMY CHARTER SCHOOL III,"36"
"3601127",BRONX CHARTER SCHOOL FOR BETTER LEARNING II,"36"
"3601128",FINN ACADEMY: AN ELMIRA CHARTER SCHOOL,"36"
"3601129",ROSALYN YALOW CHARTER SCHOOL,"36"
"3601130",NEW VENTURES CHARTER SCHOOL,"36"
"3601131",SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,"36"
"3601132",SOUTH BRONX CLASSICAL CHARTER SCHOOL III,"36"
"3601133",CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,"36"
"3601134",BROOKLYN PROSPECT CHARTER SCHOOL - CSD 13.2,"36"
"3601135",CHARTER SCHOOL OF INQUIRY,"36"
"3601136",UNITED CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE IV,"36"
