LEAID,NAME,STFIP
"3403810",Demarest School District,"34"
"3403840",Dennis Township School District,"34"
"3403870",Denville Township K-8 School District,"34"
"3403900",Deptford Township Public School District,"34"
"3403930",Dover Public School District,"34"
"3403960",Downe Township School District,"34"
"3403990",Dumont Public School District,"34"
"3404020",Dunellen Public School District,"34"
"3404050",Eagleswood Township School District,"34"
"3404080",East Amwell Township School District,"34"
"3404110",East Brunswick Township School District,"34"
"3404140",East Greenwich Township School District,"34"
"3404170",East Hanover Township School District,"34"
"3404200",East Newark School District,"34"
"3404230",East Orange School District,"34"
"3404290",East Rutherford School District,"34"
"3404320",East Windsor Regional School District,"34"
"3404350",Eastampton Township School District,"34"
"3404380",Eastern Camden County Regional School District,"34"
"3404410",Eatontown Public School District,"34"
"3404440",Edgewater School District,"34"
"3404470",Edgewater Park Township School District,"34"
"3404500",Edison Township School District,"34"
"3404530",Egg Harbor City School District,"34"
"3404560",Egg Harbor Township School District,"34"
"3404590",Elizabeth Public Schools,"34"
"3404620",Elk Township School District,"34"
"3404660",Elmwood Park School District,"34"
"3404680",Elsinboro Township School District,"34"
"3404710",Emerson Public School District,"34"
"3404740",Englewood Public School District,"34"
"3404770",Englewood Cliffs School District,"34"
"3404800",Essex County Schools of Technology,"34"
"3404830",Essex Fells School District,"34"
"3404860",Estell Manor School District,"34"
"3404890",Evesham Township School District,"34"
"3404920",Ewing Township School District,"34"
"3404950",Fair Haven School District,"34"
"3404980",Fair Lawn Public School District,"34"
"3405010",Fairfield Public School District,"34"
"3405040",Fairfield Township School District,"34"
"3405070",Fairview Public School District,"34"
"3405130",Farmingdale Public School District,"34"
"3405190",Flemington-Raritan Regional School District,"34"
"3405220",Florence Township School District,"34"
"3405250",Florham Park School District,"34"
"3405280",Folsom Borough School District,"34"
"3405310",Fort Lee School District,"34"
"3405340",Frankford Township Consolidated School District,"34"
"3405370",Franklin Lakes School District,"34"
"3405400",Franklin Borough School District,"34"
"3405430",Township of Franklin School District,"34"
"3405460",Franklin Township School District,"34"
"3405490",Franklin Township Public School District,"34"
"3405520",Franklin Township School District,"34"
"3405550",Fredon Township School District,"34"
"3405580",Freehold Borough School District,"34"
"3405610",Freehold Regional High School District,"34"
"3405640",Freehold Township School District,"34"
"3405670",Frelinghuysen Township School District,"34"
"3405700",Frenchtown Borough School District,"34"
"3405730",Galloway Township Public School District,"34"
"3405760",Garfield Public School District,"34"
"3405790",Garwood Boro,"34"
"3405820",Gateway Regional High School District,"34"
"3405850",Gibbsboro Elementary School District,"34"
"3405880",Glassboro School District,"34"
"3405940",Glen Ridge Public School District,"34"
"3405970",Glen Rock Public School District,"34"
"3406000",Gloucester City Public School District,"34"
"3406030",Gloucester Township Public Schools,"34"
"3406040",Gloucester County Vocational-Technical School District,"34"
"3406060",Greater Egg Harbor Regional High School District,"34"
"3406090",Green Township School District,"34"
"3406120",Green Brook Township Public School District,"34"
"3406150",Greenwich Township School District,"34"
"3406180",Greenwich Township School District,"34"
"3406210",Greenwich Township School District,"34"
"3406240",Guttenberg School District,"34"
"3406270",Hackensack School District,"34"
"3406300",Hackettstown Public School District,"34"
"3406330",HADDON HEIGHTS School District,"34"
"3406360",Haddon Township School District,"34"
"3406390",Haddonfield School District,"34"
"3406420",Hainesport Township School District,"34"
"3406450",Haledon Public School District,"34"
"3406480",Hamburg School District,"34"
"3406510",Hamilton Township School District,"34"
"3406540",Hamilton Township Public School District,"34"
"3406570",Hammonton School District,"34"
"3406600",Hampton Borough School District,"34"
"3406630",Hampton Township School District,"34"
"3406660",Hanover Park Regional High School District,"34"
"3406690",Hanover Township School District,"34"
"3406720",Harding Township School District,"34"
"3406780",Hardyston Township School District,"34"
"3406810",Harmony Township School District,"34"
"3406840",Harrington Park School District,"34"
"3406870",Harrison Public Schools,"34"
"3406900",Harrison Township School District,"34"
"3406930",Hasbrouck Heights School District,"34"
"3406960",Haworth Public School District,"34"
"3406990",Hawthorne Public School District,"34"
"3407050",Henry Hudson Regional School District,"34"
"3407080",Hi Nella,"34"
"3407110",High Bridge Borough School District,"34"
"3407140",High Point Regional High School District,"34"
"3407170",Highland Park Boro School District,"34"
"3407200",Highlands Borough School District,"34"
"3407230",Hillsborough Township Public School District,"34"
"3407260",Hillsdale School District,"34"
"3407290",Hillside Public School District,"34"
"3407320",Ho-Ho-Kus School District,"34"
"3407350",Hoboken Public School District,"34"
"3407380",Holland Township School District,"34"
"3407410",Holmdel Township School District,"34"
"3407440",Hopatcong Borough School District,"34"
"3407470",Hope Township School District,"34"
"3407500",Hopewell Township School District,"34"
"3407530",Hopewell Valley Regional School District,"34"
"3407560",Howell Township Public School District,"34"
"3407570",Hudson County Schools of Technology School District,"34"
"3407590",Hunterdon Central Regional High School District,"34"
"3407650",Interlaken School District,"34"
"3407680",Irvington Public School District,"34"
"3407710",Island Heights School District,"34"
"3407740",Jackson Township School District,"34"
"3407770",Jamesburg Public School District,"34"
"3407800",Jefferson Township Public School District,"34"
"3407830",Jersey City Public Schools,"34"
"3407860",Keansburg School District,"34"
"3407890",Kearny,"34"
"3407920",Kenilworth School District,"34"
"3407950",Keyport School District,"34"
"3407980",Kingsway Regional School District,"34"
"3408010",Kingwood Township School District,"34"
"3408040",Kinnelon School District,"34"
"3408060",Kittatinny Regional School District,"34"
"3408070",Knowlton Township School District,"34"
"3408100",Lacey Township School District,"34"
"3408130",Lafayette Township School District,"34"
"3408160",Lakehurst School District,"34"
"3408190",Lakeland Regional High School District,"34"
"3408220",Lakewood Township School District,"34"
"3408280",Laurel Springs School District,"34"
"3408310",Lavallette Borough School District,"34"
"3408340",Lawnside School District,"34"
"3408370",Lawrence Township School District,"34"
"3408400",Lawrence Township Public School District,"34"
"3408430",Lebanon Borough School District,"34"
"3408460",Lebanon Township School District,"34"
"3408490",Lenape Regional High School District,"34"
"3408500",Lenape Valley Regional High School District,"34"
"3408520",Leonia Public School District,"34"
"3408580",Lincoln Park School District,"34"
"3408610",Linden Public School District,"34"
"3408640",Lindenwold Public School District,"34"
"3408670",Linwood City School District,"34"
"3408671",Longport Board of Education,"34"
"3408700",Little Egg Harbor Township School District,"34"
"3408730",Little Falls Township Public School District,"34"
"3408760",Little Ferry Public School District,"34"
"3408790",Little Silver Boro School District,"34"
"3408820",Livingston Board of Education School District,"34"
"3408850",Lodi School District,"34"
"3408880",Logan Township School District,"34"
"3408910",Long Beach Island School District,"34"
"3408940",LONG BRANCH PUBLIC SCHOOL District,"34"
"3409000",Lopatcong Township School District,"34"
"3409030",The Lower Alloways Creek School District,"34"
"3409090",Lower Cape May Regional School District,"34"
"3409120",Pennsville School District,"34"
"3409150",Lower Township Elementary School District,"34"
"3409180",Lumberton Township Board of Education,"34"
"3409210",Lyndhurst Public School District,"34"
"3409240",Madison Public School District,"34"
"3409270",Old Bridge Township School District,"34"
"3409300",Magnolia School District,"34"
"3409330",Mahwah Township Public School District,"34"
"3409360",Mainland Regional High School,"34"
"3409390",Manalapan-Englishtown Regional School District,"34"
"3409420",Manasquan School District,"34"
"3409450",Manchester Township School District,"34"
"3409480",Mannington Township School District,"34"
"3409510",Mansfield Township School District,"34"
"3409540",Mansfield Township Elementary School District,"34"
"3409550",North Warren Regional,"34"
"3409600",Mantua Township School District,"34"
"3409630",Manville School District,"34"
"3409660",Maple Shade School District,"34"
"3409690",Margate City School District,"34"
"3409720",Marlboro Township School District,"34"
"3409750",Matawan-Aberdeen Regional School District,"34"
"3409780",Maurice River Township School District,"34"
"3409810",Maywood School District,"34"
"3409840",Medford Lakes School District,"34"
"3409870",Medford Township School District,"34"
"3409900",Mendham Borough School District,"34"
"3409930",Mendham Township School District,"34"
"3409950",Area Vocational Technical School District of Mercer County,"34"
"3409960",Merchantville School District,"34"
"3409990",Metuchen Public School District,"34"
"3410020",Middle Township Public School District,"34"
"3410050",Middlesex Borough School District,"34"
"3410080",Middlesex County Vocational and Technical School District,"34"
"3410110",Middletown Township Public School District,"34"
"3410140",Midland Park School District,"34"
"3410170",Milford Borough School District,"34"
"3410200",Millburn Township School District,"34"
"3410230",Millstone Township School District,"34"
"3410290",Milltown School District,"34"
"3410320",Millville School District,"34"
"3410350",Mine Hill Township School District,"34"
"3410380",Monmouth Beach School District,"34"
"3410440",Monmouth Regional High School,"34"
"3410470",Monroe Township Public School District,"34"
"3410500",Monroe Township School District,"34"
"3410530",Montague Township School District,"34"
"3410560",Montclair Public School District,"34"
"3410590",Montgomery Township School District,"34"
"3410620",Montvale Board of Education School District,"34"
"3410650",Montville Township School District,"34"
"3410680",Moonachie School District,"34"
"3410710",Moorestown Township Public School District,"34"
"3410720",Morris County Vocational School District,"34"
"3410740",Morris Hills Regional School District,"34"
"3410770",Morris Plains School District,"34"
"3410810",Morris School District,"34"
"3410860",Mount Arlington Public School District,"34"
"3410890",Mt. Ephraim School District,"34"
"3410920",Mount Holly Township Public School District,"34"
"3410950",Mount Laurel Township School District,"34"
"3410980",Mount Olive Township School District,"34"
"3411010",Mountain Lakes Public School District,"34"
"3411040",Mountainside School District,"34"
"3411070",Mullica Township School District,"34"
"3411100",National Park Boro School District,"34"
"3411130",Neptune City School District,"34"
"3411160",Neptune Township School District,"34"
"3411190",Netcong School District,"34"
"3411220",New Brunswick School District,"34"
"3411250",New Hanover Township,"34"
"3411280",New Milford Public School District,"34"
"3411310",New Providence School District,"34"
"3411340",Newark Public School District,"34"
"3411370",Newfield Boro School District,"34"
"3411400",Newton Public School District,"34"
"3411430",North Arlington School District,"34"
"3411460",North Bergen School District,"34"
"3411490",North Brunswick Township School District,"34"
"3411520",North Caldwell School District,"34"
"3411550",North Haledon School District,"34"
"3411580",North Hanover Township School District,"34"
"3411610",North Hunterdon-Voorhees Regional High School District,"34"
"3411640",North Plainfield School District,"34"
"3411670",North Wildwood School District,"34"
"3411700",Northern Burlington County Regional School District,"34"
"3411730",Northern Highlands Regional High School District,"34"
"3411760",Northern Valley Regional High School District,"34"
"3411790",Northfield City School District,"34"
"3411820",Northvale Public School District,"34"
"3411850",Norwood Public School District,"34"
"3411880",Nutley Public School District,"34"
"3411910",Oakland Public School District,"34"
"3411940",Oaklyn Public School District,"34"
"3411970",Ocean City School District,"34"
"3411980",Ocean County Vocational Technical School District,"34"
"3412030",Ocean Gate School District,"34"
"3412060",Township of Ocean School District,"34"
"3412090",Ocean Township School District,"34"
"3412120",Oceanport School District,"34"
"3412150",Ogdensburg Borough School District,"34"
"3412180",Old Tappan Public School District,"34"
"3412210",Oldmans Township School District,"34"
"3412240",Oradell Public School District,"34"
"3412260",River Dell Regional School District,"34"
"3412270",ORANGE BOARD OF EDUCATION School District,"34"
"3412300",Oxford Township School District,"34"
"3412360",Palisades Park School District,"34"
"3412390",Palmyra Public School District,"34"
"3412420",Paramus Public School District,"34"
"3412450",Park Ridge School District,"34"
"3412480",Parsippany-Troy Hills Township School District,"34"
"3412510",Pascack Valley Regional High School District,"34"
"3412540",Passaic City School District,"34"
"3412570",Passaic Valley Regional High School District,"34"
"3412600",Passaic County Manchester Regional High School District,"34"
"3412630",Passaic County Technical-Vocational School District,"34"
"3412660",Long Hill Township School District,"34"
"3412690",Paterson Public School District,"34"
"3412720",Paulsboro School District,"34"
"3412810",Pemberton Township School District,"34"
"3412840",Penns Grove-Carneys Point Regional School District,"34"
"3412870",Pennsauken Township Board of Education School District,"34"
"3412900",Pequannock Township School District,"34"
"3412930",Perth Amboy Public School District,"34"
"3412960",Phillipsburg School District,"34"
"3412990",Pine Hill School District,"34"
"3413000",Pinelands Regional School District,"34"
"3413050",Piscataway Township School District,"34"
"3413080",Pitman Boro School District,"34"
"3413110",Pittsgrove Township School District,"34"
"3413140",Plainfield Public School District,"34"
"3413200",Pleasantville Public School District,"34"
"3413230",Plumsted Township School District,"34"
"3413260",Pohatcong Township School District,"34"
"3413290",Point Pleasant Borough School District,"34"
"3413320",Point Pleasant Beach School District,"34"
"3413350",Pompton Lakes School District,"34"
"3413380",Port Republic School District,"34"
"3413410",Princeton Public School District,"34"
"3413470",Prospect Park Public School District,"34"
"3413500",Quinton Township School District,"34"
"3413530",Rahway Public School District,"34"
"3413560",Ramapo Indian Hills Regional High School District,"34"
"3413590",Ramsey School District,"34"
"3413620",Rancocas Valley Regional High School District,"34"
"3413650",Randolph Township School District,"34"
"3413680",Hazlet Township Public School District,"34"
"3413710",Readington Township School District,"34"
"3413740",Red Bank Borough Public School District,"34"
"3413750",Red Bank Regional School District,"34"
"3413770",Ridgefield School District,"34"
"3413800",Ridgefield Park Public School District,"34"
"3413830",Ridgewood Public School District,"34"
"3413860",Ringwood School District,"34"
"3413890",River Edge School District,"34"
"3413950",River Vale Public School District,"34"
"3413980",Riverdale School District,"34"
"3414010",Riverside Township School District,"34"
"3414040",Riverton School District,"34"
"3414070",Rochelle Park School District,"34"
"3414100",Rockaway Borough School District,"34"
"3414130",Rockaway Township School District,"34"
"3414160",Rockleigh School District,"34"
"3414220",Roosevelt Borough Public School District,"34"
"3414250",Roseland School District,"34"
"3414280",Roselle Public School District,"34"
"3414310",Roselle Park Public School District,"34"
"3414340",Roxbury Township School District,"34"
"3414370",Rumson Borough School District,"34"
"3414400",Rumson-Fair Haven Regional High School District,"34"
"3414430",Runnemede Public School District,"34"
"3414460",Rutherford School District,"34"
"3414490",Saddle Brook School District,"34"
"3414520",Saddle River School District,"34"
"3414550",Salem City School District,"34"
"3414580",Salem County Vocational Technical School District,"34"
"3414610",Sandyston-Walpack Consolidated School District,"34"
"3414640",Sayreville School District,"34"
"3414670",Scotch Plains-Fanwood School District,"34"
"3414730",Sea Girt Borough School District,"34"
"3414760",Sea Isle City Board of Education,"34"
"3414790",Seaside Heights School District,"34"
"3414820",Seaside Park Borough School District,"34"
"3414850",Secaucus School District,"34"
"3414880",Shamong Township School District,"34"
"3414940",Shore Regional High School District,"34"
"3414970",Shrewsbury Borough School District,"34"
"3415000",Somerdale School District,"34"
"3415030",Somers Point School District,"34"
"3415060",Somerset County Vocational and Technical School District,"34"
"3415090",Somerville Public School District,"34"
"3415120",South Amboy School District,"34"
"3415150",Lake Como School District,"34"
"3415180",South Bound Brook Public School District,"34"
"3415210",South Brunswick School District,"34"
"3415240",South Hackensack School District,"34"
"3415270",South Harrison Township School District,"34"
"3415330",South Orange-Maplewood School District,"34"
"3415360",South Plainfield School District,"34"
"3415390",South River Public School District,"34"
"3415420",Southampton Township School District,"34"
"3415450",Delsea Regional High School District,"34"
"3415480",Southern Regional School District,"34"
"3415510",Sparta Township Public School District,"34"
"3415540",Spotswood Public School District,"34"
"3415570",Spring Lake Borough,"34"
"3415600",Spring Lake Heights School District,"34"
"3415630",Springfield Public School District,"34"
"3415660",Springfield Township School District,"34"
"3415690",Stafford Township School District,"34"
"3415720",Stanhope School District,"34"
"3415750",Stillwater Township School District,"34"
"3415810",Stone Harbor School District,"34"
"3415840",Stow Creek Township School District,"34"
"3415870",Stratford School District,"34"
"3415900",Summit Public School District,"34"
"3415930",Sussex County Technical School District,"34"
"3415960",Sussex-Wantage Regional School District,"34"
"3415990",Swedesboro-Woolwich School District,"34"
"3416020",Tabernacle Township School District,"34"
"3416080",Teaneck School District,"34"
"3416110",Tenafly Public School District,"34"
"3416170",Tewksbury Township School District,"34"
"3416200",Tinton Falls School District,"34"
"3416230",Toms River Regional School District,"34"
"3416260",Totowa Public School District,"34"
"3416290",Trenton Public School District,"34"
"3416320",Tuckerton Borough School District,"34"
"3416350",Union Beach Public School District,"34"
"3416380",Union City School District,"34"
"3416400",Union County Educational Services Commission,"34"
"3416440",Union Township School District,"34"
"3416470",Barnegat Township School District,"34"
"3416500",Township of Union School District,"34"
"3416530",Upper Deerfield Township School District,"34"
"3416560",Upper Freehold Regional School District,"34"
"3416590",UPPER PITTSGROVE TWP School District,"34"
"3416620",Upper Saddle River School District,"34"
"3416650",Upper Township School District,"34"
"3416680",Ventnor City School District,"34"
"3416710",Vernon Township School District,"34"
"3416740",Verona Public School District,"34"
"3416800",Vineland Public School District,"34"
"3416830",Voorhees Township School District,"34"
"3416860",Waldwick School District,"34"
"3416870",Wallkill Valley Regional High School,"34"
"3416890",Wall Township Public School District,"34"
"3416920",Wallington Boro School District,"34"
"3416950",Wanaque School District,"34"
"3416970",Warren Hills Regional School District,"34"
"3416980",Warren Township School District,"34"
"3417010",Washington Borough School District,"34"
"3417040",Washington Township School District,"34"
"3417070",Washington Township School District,"34"
"3417100",Robbinsville Public School District,"34"
"3417130",Washington Township School District,"34"
"3417160",Washington Township School District,"34"
"3417190",Watchung Borough School District,"34"
"3417220",Watchung Hills Regional High School District,"34"
"3417250",Waterford Township School District,"34"
"3417280",Wayne Township Public School District,"34"
"3417310",Weehawken Public School District,"34"
"3417340",Wenonah  Boro School District,"34"
"3417400",West Cape May School District,"34"
"3417430",West Deptford Township School District,"34"
"3417460",West Essex Regional School District,"34"
"3417490",West Long Branch School District,"34"
"3417500",Monmouth County Vocational School District,"34"
"3417520",West Milford Township Public School District,"34"
"3417550",West Morris Regional High School District,"34"
"3417580",West New York School District,"34"
"3417610",West Orange Public Schools,"34"
"3417640",Woodland Park School District,"34"
"3417670",West Wildwood School District,"34"
"3417700",West Windsor-Plainsboro Regional School District,"34"
"3417730",Westampton Township Public School District,"34"
"3417760",Westfield Public School District,"34"
"3417790",Westville Boro Public School District,"34"
"3417820",Westwood Regional School District,"34"
"3417850",Weymouth Township School District,"34"
"3417880",Wharton Borough School District,"34"
"3417910",White Township Consolidated School District,"34"
"3417920",Warren County Vocational Technical School,"34"
"3417940",Wildwood City School District,"34"
"3417970",Wildwood Crest Borough School District,"34"
"3418000",Willingboro Public School District,"34"
"3418030",Winfield Township,"34"
"3418040",Union County Vocational-Technical School District,"34"
"3418060",Winslow Township School District,"34"
"3418090",Woodbine School District,"34"
"3418120",Woodbridge Township School District,"34"
"3418150",Woodbury City Public School District,"34"
"3418180",Woodbury Heights Public School District,"34"
"3418210",Woodcliff Lake School District,"34"
"3418240",Woodland Township School District,"34"
"3418270",Woodlynne School District,"34"
"3418300",Wood-Ridge School District,"34"
"3418330",Woodstown-Pilesgrove Regional School District,"34"
"3418360",Wyckoff Township Public School District,"34"
"3480180",Educational Services Commission of New Jersey,"34"
"3480200",Mercer County Special Services School District,"34"
"3480240",Monmouth-Ocean Educational Services Commission School Distri,"34"
"3480260",Educational Services Commission of Morris County,"34"
"3480280",Somerset County Educational Services Commission School Distr,"34"
"3480300",Essex Regional Educational Services Commission,"34"
"3480320",Sussex County Educational Services Commission,"34"
"3480340",Camden County Educational Services Commission,"34"
"3480360",Hunterdon County Educational Services Commission,"34"
"3480361",Salem County Special Services School District,"34"
"3480362",Warren County Special Services School District,"34"
"3480363",Gloucester County Special Services School District,"34"
"3480364",Northern Region Educational Services Commission,"34"
"3480365",People's Achieve Community Charter School,"34"
"3480366",Kindle Education Public Charter School,"34"
"3480367",Brilla New Jersey Charter School,"34"
"3480368",McCorristin Charter School District,"34"
"3480370",Henry Hudson Regional School District,"34"
"3500001",VAUGHN,"35"
"3500010",RIO RANCHO,"35"
"3500011",JUVENILE JUSTICE,"35"
"3500012",NM CORRECTIONS,"35"
"3500013",NM SCHOOL FOR THE BLIND AND VISUALLY IMPAIRED,"35"
"3500014",NM SCH FOR THE DEAF,"35"
"3500015",SEQUOYAH,"35"
"3500016",UNM MIMBRES SCHOOL,"35"
"3500030",ALAMOGORDO,"35"
"3500060",ALBUQUERQUE,"35"
"3500090",ANIMAS,"35"
"3500106",NORTH VALLEY ACADEMY,"35"
"3500107",HORIZON ACADEMY WEST,"35"
"3500108",COTTONWOOD CLASSICAL PREP,"35"
"3500109",NEW MEXICO ACADEMY FOR THE MEDIA ARTS,"35"
"3500112",SCHOOL OF DREAMS ACADEMY,"35"
"3500116",ALMA D'ARTE CHARTER,"35"
"3500117",CESAR CHAVEZ COMMUNITY  SCHOOL,"35"
"3500118",TAOS ACADEMY,"35"
"3500119",NM SCHOOL FOR THE ARTS,"35"
"3500120",ARTESIA,"35"
"3500121",SOUTH VALLEY PREP,"35"
"3500122",ABQ SCHOOL OF EXCELLENCE,"35"
"3500123",ABQ SIGN LANGUAGE ACADEMY,"35"
"3500124",TIERRA ADENTRO,"35"
"3500125",THE MASTERS PROGRAM,"35"
"3500126",THE ASK ACADEMY,"35"
"3500127",TAOS INTEGRATED SCHOOL OF ARTS,"35"
"3500130",ALBUQUERQUE INSTITUTE OF MATH & SCIENCE,"35"
"3500131",AMY BIEHL CHARTER HIGH SCHOOL,"35"
"3500134",ALBUQUERQUE BILINGUAL ACADEMY,"35"
"3500135",MONTESSORI ELEMENTARY SCHOOL,"35"
"3500136",RENAISSANCE ACADEMY CHARTER SCHOOL,"35"
"3500137",NORTHPOINT CHARTER SCHOOL,"35"
"3500138",ALDO LEOPOLD CHARTER,"35"
"3500141",J PAUL TAYLOR ACADEMY,"35"
"3500142",THE GREAT ACADEMY,"35"
"3500143",RED RIVER VALLEY CHARTER SCHOOL,"35"
"3500148",MISSION ACHIEVEMENT AND SUCCESS,"35"
"3500150",AZTEC,"35"
"3500151",ALBUQUERQUE AVIATION ACADEMY,"35"
"3500152",ESTANCIA VALLEY CLASSICAL ACADEMY,"35"
"3500153",MCCURDY CHARTER SCHOOL,"35"
"3500156",NEW AMERICA SCHOOL - LAS CRUCES,"35"
"3500158",WALATOWA CHARTER HIGH,"35"
"3500160",NEW MEXICO CONNECTIONS ACADEMY,"35"
"3500163",TAOS INTERNATIONAL SCHOOL,"35"
"3500166",LA ACADEMIA DOLORES HUERTA,"35"
"3500167",EXPLORE ACADEMY,"35"
"3500168",LAS MONTANAS CHARTER,"35"
"3500170",MONTE DEL SOL CHARTER,"35"
"3500171",TURQUOISE TRAIL CHARTER SCHOOL,"35"
"3500172",SANDOVAL ACADEMY OF BILINGUAL EDUCATION,"35"
"3500173",TIERRA ENCANTADA CHARTER SCHOOL,"35"
"3500174",DZIT DIT LOOL SCHOOL OF EMPOWERMENT ACTION AND PERSEVERANCE,"35"
"3500176",ROOTS & WINGS COMMUNITY,"35"
"3500177",SIX DIRECTIONS INDIGENOUS SCHOOL,"35"
"3500178",ALTURA PREPARATORY SCHOOL,"35"
"3500179",HOZHO ACADEMY,"35"
"3500180",BELEN,"35"
"3500181",ALBUQUERQUE COLLEGIATE CHARTER SCHOOL,"35"
"3500183",SOLARE COLLEGIATE CHARTER SCHOOL,"35"
"3500184",RAICES DEL SABER XINACHTLI COMMUNITY,"35"
"3500185",ACES TECHNICAL CHARTER SCHOOL,"35"
"3500186",MIDDLE COLLEGE HIGH SCHOOL CHARTER - GALLUP,"35"
"3500187",21ST CENTURY PUBLIC ACADEMY,"35"
"3500188",EXPLORE ACADEMY LAS CRUCES,"35"
"3500189",THRIVE COMMUNITY SCHOOL,"35"
"3500190",RIO GRANDE ACADEMY OF FINE ARTS,"35"
"3500210",BERNALILLO,"35"
"3500240",BLOOMFIELD,"35"
"3500270",CAPITAN,"35"
"3500300",CARLSBAD,"35"
"3500330",CARRIZOZO,"35"
"3500390",CENTRAL,"35"
"3500420",CHAMA VALLEY,"35"
"3500480",CIMARRON,"35"
"3500510",CLAYTON,"35"
"3500540",CLOUDCROFT,"35"
"3500570",CLOVIS,"35"
"3500600",COBRE,"35"
"3500630",CORONA,"35"
"3500660",CUBA,"35"
"3500690",DEMING,"35"
"3500720",DES MOINES,"35"
"3500750",DEXTER,"35"
"3500790",DORA,"35"
"3500810",DULCE,"35"
"3500840",ELIDA,"35"
"3500900",ESPANOLA,"35"
"3500930",ESTANCIA,"35"
"3500960",EUNICE,"35"
"3500990",FARMINGTON,"35"
"3501020",FLOYD,"35"
"3501050",FORT SUMNER,"35"
"3501080",GADSDEN,"35"
"3501110",GALLUP,"35"
"3501140",GRADY,"35"
"3501170",GRANTS,"35"
"3501200",HAGERMAN,"35"
"3501230",HATCH VALLEY,"35"
"3501260",HOBBS,"35"
"3501290",HONDO VALLEY,"35"
"3501320",HOUSE,"35"
"3501350",JAL,"35"
"3501380",JEMEZ MTN,"35"
"3501410",JEMEZ VALLEY,"35"
"3501470",LAKE ARTHUR,"35"
"3501500",LAS CRUCES,"35"
"3501530",LAS VEGAS CITY,"35"
"3501560",WEST LAS VEGAS,"35"
"3501590",LOGAN,"35"
"3501620",LORDSBURG,"35"
"3501650",LOS ALAMOS,"35"
"3501680",LOS LUNAS,"35"
"3501710",LOVING,"35"
"3501740",LOVINGTON,"35"
"3501770",MAGDALENA,"35"
"3501800",MAXWELL,"35"
"3501830",MELROSE,"35"
"3501860",MORA,"35"
"3501890",MORIARTY-EDGEWOOD,"35"
"3501920",MOSQUERO,"35"
"3501950",MOUNTAINAIR,"35"
"3501980",MESA VISTA,"35"
"3502010",PECOS,"35"
"3502040",PENASCO,"35"
"3502070",POJOAQUE,"35"
"3502100",PORTALES,"35"
"3502130",QUEMADO,"35"
"3502160",QUESTA,"35"
"3502190",RATON,"35"
"3502220",RESERVE,"35"
"3502250",ROSWELL,"35"
"3502280",ROY,"35"
"3502310",RUIDOSO,"35"
"3502340",SAN JON,"35"
"3502370",SANTA FE,"35"
"3502400",SANTA ROSA,"35"
"3502430",SILVER CITY,"35"
"3502460",SOCORRO,"35"
"3502490",SPRINGER,"35"
"3502520",TAOS,"35"
"3502550",TATUM,"35"
"3502580",TEXICO,"35"
"3502610",T OR C,"35"
"3502640",TUCUMCARI,"35"
"3502670",TULAROSA,"35"
"3502730",WAGON MOUND,"35"
"3502800",ZUNI,"35"
"3502801",PECOS CYBER ACADEMY,"35"
"3502802",VISTA GRANDE HIGH SCHOOL,"35"
"3502803",EXPLORE ACADEMY - RIO RANCHO,"35"
"3502804",SAN DIEGO RIVERSIDE,"35"
"3502805",EQUIP ACADEMY OF NEW MEXICO,"35"
"3502806",SACRAMENTO SCHOOL OF ENGINEERING AND SCIENCE,"35"
"3502807",SUN MOUNTAIN COMMUNITY SCHOOL,"35"
"3600001",DOLGEVILLE CENTRAL SCHOOL DISTRICT,"36"
"3600002",SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,"36"
"3600003",EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,"36"
"3600004",ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,"36"
"3600005",BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,"36"
"3600006",CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,"36"
"3600007",JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT,"36"
"3600008",SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,"36"
"3600009",SARANAC CENTRAL SCHOOL DISTRICT,"36"
"3600010",COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,"36"
"3600011",WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT,"36"
"3600012",BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,"36"
"3600013",ONEIDA CITY SCHOOL DISTRICT,"36"
"3600014",WATERLOO CENTRAL SCHOOL DISTRICT,"36"
"3600015",ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,"36"
"3600016",AVERILL PARK CENTRAL SCHOOL DISTRICT,"36"
"3600017",GENESEE VALLEY CENTRAL SCHOOL DISTRICT,"36"
"3600018",CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,"36"
"3600019",UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,"36"
"3600020",CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,"36"
"3600021",MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,"36"
"3600023",SULLIVAN WEST CENTRAL SCHOOL DISTRICT,"36"
"3600024",CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,"36"
"3600025",CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,"36"
