"division_id","year","subject","subgroup","acr_rate","pass_rate","acr_suppressed","pass_suppressed","weight_basis","source"
"5100720",2023,"English (ELA)","All Students",62.8790035587189,52.9555160142349,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100720",2023,"Math","All Students",46.7259786476868,31.8790035587189,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100720",2023,"Science","All Students",,34.4395017793594,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100720",2024,"English (ELA)","All Students",68.0566037735849,53.8962264150943,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100720",2024,"Math","All Students",65.188679245283,36.622641509434,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100720",2024,"Science","All Students",,47.622641509434,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100750",2022,"English (ELA)","All Students",86.6,72.2,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100750",2022,"Math","All Students",91,64.6,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100750",2022,"Science","All Students",,70.4,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100750",2023,"English (ELA)","All Students",87.3543165467626,78.7200239808153,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100750",2023,"Math","All Students",86.9442446043166,76.3687050359712,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100750",2023,"Science","All Students",,81.1906474820144,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100750",2024,"English (ELA)","All Students",86.9167643610785,79.0803048065651,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100750",2024,"Math","All Students",85.7543962485346,79.246776084408,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100750",2024,"Science","All Students",,79.4161781946073,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100780",2022,"English (ELA)","All Students",85.8333333333333,67.6666666666667,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100780",2022,"Math","All Students",81.8333333333333,59.6666666666667,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100780",2022,"Science","All Students",,63,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100780",2023,"English (ELA)","All Students",86.6712162572035,75.0094024871095,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100780",2023,"Math","All Students",80.9821049438884,68.4076433121019,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100780",2023,"Science","All Students",,68.3880747852451,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100780",2024,"English (ELA)","All Students",85.0364025695932,74.3998164576323,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100780",2024,"Math","All Students",83.06852248394,66.4738452126032,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100780",2024,"Science","All Students",,71.593657086224,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100810",2022,"English (ELA)","All Students",87.4651162790698,73.8604651162791,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100810",2022,"Math","All Students",90.046511627907,68.5581395348837,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100810",2022,"Science","All Students",,71,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100810",2023,"English (ELA)","All Students",87.1514432884537,80.3136984904121,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100810",2023,"Math","All Students",88.3073490412077,76.5844043247654,FALSE,FALSE,"enrollment","vdoe_accreditation_rates"
"5100810",2023,"Science","All Students",,75.7854634095198,TRUE,FALSE,"enrollment","vdoe_accreditation_rates"
